Id,Neighborhood,HouseStyle,YearBuilt,Exterior1st,ExterQual,Functional,MoSold,SaleType,SaleCondition,SalePrice
689,StoneBr,1Story,2007,MetalSd,Gd,Typ,10,New,Partial,392000
794,Somerst,1Story,2007,CemntBd,Gd,Typ,6,New,Partial,225000
826,NridgHt,1Story,2007,CemntBd,Ex,Typ,6,New,Partial,385000
876,Somerst,2Story,2007,CemntBd,Gd,Typ,8,New,Partial,303477
974,Somerst,1Story,2007,CemntBd,Gd,Typ,12,New,Partial,182000
1047,StoneBr,2Story,2005,CemntBd,Gd,Typ,7,New,Partial,556581
1182,Crawfor,1Story,2008,CemntBd,Ex,Typ,11,New,Partial,392500
1218,Somerst,1Story,2009,CemntBd,Gd,Typ,9,New,Partial,229456
1229,NridgHt,1Story,2008,MetalSd,Ex,Typ,10,New,Partial,367294
1299,Edwards,2Story,2008,Stucco,Ex,Typ,1,New,Partial,160000
1452,Somerst,1Story,2008,CemntBd,Gd,Typ,5,New,Partial,287090
14,CollgCr,1Story,2006,VinylSd,Gd,Typ,8,New,Partial,279500
21,NridgHt,2Story,2005,VinylSd,Gd,Typ,11,New,Partial,325300
59,StoneBr,2Story,2006,VinylSd,Ex,Typ,10,New,Partial,438780
61,SawyerW,1Story,2004,VinylSd,TA,Typ,5,New,Partial,158000
88,Somerst,2Story,2009,VinylSd,Gd,Typ,6,New,Partial,164500
113,CollgCr,2Story,2007,VinylSd,Gd,Typ,10,New,Partial,383970
118,Edwards,1Story,2006,VinylSd,TA,Typ,4,New,Partial,155000
120,CollgCr,2Story,2005,VinylSd,Gd,Typ,7,New,Partial,163990
152,NridgHt,1Story,2007,VinylSd,Gd,Typ,1,New,Partial,372402
158,Timber,2Story,2009,VinylSd,Gd,Typ,5,New,Partial,269500
160,Gilbert,2Story,2005,VinylSd,Gd,Typ,3,New,Partial,320000
163,NridgHt,1Story,2005,VinylSd,Gd,Typ,5,New,Partial,220000
168,NridgHt,2Story,2007,VinylSd,Gd,Typ,11,New,Partial,325624
179,StoneBr,1Story,2008,VinylSd,Ex,Typ,7,New,Partial,501837
213,Somerst,2Story,2009,VinylSd,TA,Typ,7,New,Partial,252678
220,Blmngtn,1Story,2005,VinylSd,Gd,Typ,3,New,Partial,167240
221,CollgCr,1Story,2006,VinylSd,Gd,Typ,4,New,Partial,204900
239,NridgHt,1Story,2007,VinylSd,Ex,Typ,12,New,Partial,318000
271,Somerst,2Story,2006,VinylSd,Gd,Typ,8,New,Partial,266000
282,Somerst,1Story,2006,VinylSd,Gd,Typ,5,New,Partial,185000
284,Somerst,1Story,2008,VinylSd,Gd,Typ,12,New,Partial,244600
291,CollgCr,2Story,2006,VinylSd,Gd,Typ,7,New,Partial,233230
321,NridgHt,2Story,2006,VinylSd,TA,Typ,9,New,Partial,342643
379,StoneBr,1Story,2010,VinylSd,Gd,Typ,6,New,Partial,394432
382,Somerst,1Story,2006,VinylSd,Gd,Typ,8,New,Partial,187750
390,NridgHt,2Story,2007,VinylSd,Ex,Typ,8,New,Partial,426000
402,CollgCr,1Story,2005,VinylSd,Gd,Typ,7,New,Partial,164990
409,NridgHt,2Story,2006,VinylSd,Gd,Typ,8,New,Partial,280000
410,Somerst,2Story,2007,VinylSd,Gd,Typ,4,New,Partial,339750
416,Gilbert,1Story,2007,VinylSd,Gd,Typ,8,New,Partial,181134
429,CollgCr,1Story,2007,VinylSd,Gd,Typ,9,New,Partial,195400
461,Somerst,2Story,2009,VinylSd,Gd,Typ,12,New,Partial,263435
474,NridgHt,1Story,2006,VinylSd,Gd,Typ,7,New,Partial,440000
493,Gilbert,2Story,2006,VinylSd,Gd,Typ,5,New,Partial,172785
508,Somerst,1Story,2009,VinylSd,Gd,Typ,9,New,Partial,208300
512,NridgHt,1Story,2005,VinylSd,Gd,Typ,3,New,Partial,202665
528,NridgHt,2Story,2008,VinylSd,Ex,Typ,11,New,Partial,446261
545,Gilbert,2Story,2006,VinylSd,Gd,Typ,9,New,Partial,179665
573,Timber,2Story,2009,VinylSd,TA,Typ,7,New,Partial,224500
582,NridgHt,1Story,2008,VinylSd,Ex,Typ,8,New,Partial,253293
586,Timber,1Story,2005,VinylSd,Gd,Typ,3,New,Partial,369900
596,StoneBr,1Story,2005,VinylSd,Gd,Typ,8,New,Partial,319000
598,Blmngtn,1Story,2006,VinylSd,Gd,Typ,2,New,Partial,194201
614,Mitchel,1Story,2007,VinylSd,TA,Typ,12,New,Partial,147000
640,Blmngtn,1Story,2006,VinylSd,Gd,Typ,10,New,Partial,264561
665,Somerst,1Story,2005,VinylSd,Gd,Typ,1,New,Partial,423000
679,StoneBr,1Story,2008,VinylSd,Gd,Typ,7,New,Partial,372500
687,Somerst,2Story,2007,VinylSd,Gd,Typ,8,New,Partial,227875
703,StoneBr,2Story,2006,VinylSd,Ex,Typ,7,New,Partial,361919
709,Gilbert,2Story,2007,VinylSd,Gd,Typ,7,New,Partial,179540
766,Somerst,1Story,2008,VinylSd,Gd,Typ,8,New,Partial,264132
775,NridgHt,1Story,2006,VinylSd,Gd,Typ,7,New,Partial,395000
777,CollgCr,1Story,2005,VinylSd,Gd,Typ,7,New,Partial,221500
799,NridgHt,2Story,2008,VinylSd,Ex,Typ,7,New,Partial,485000
804,NridgHt,2Story,2008,VinylSd,Ex,Typ,1,New,Partial,582933
806,Somerst,1Story,2008,VinylSd,Gd,Typ,7,New,Partial,227680
820,NridgHt,1Story,2009,VinylSd,Gd,Typ,6,New,Partial,224000
825,Somerst,1Story,2006,VinylSd,Gd,Typ,6,New,Partial,232600
865,Somerst,1Story,2007,VinylSd,Gd,Typ,5,New,Partial,250580
867,Timber,1Story,2006,VinylSd,Gd,Typ,11,New,Partial,248900
899,NridgHt,1Story,2009,VinylSd,Ex,Typ,3,New,Partial,611657
904,Gilbert,1Story,2006,VinylSd,Gd,Typ,8,New,Partial,240000
915,Somerst,2Story,2009,VinylSd,Gd,Typ,6,New,Partial,173733
923,Gilbert,1Story,2005,VinylSd,Gd,Typ,10,New,Partial,169990
939,CollgCr,2Story,2006,VinylSd,Gd,Typ,8,New,Partial,239799
966,Gilbert,2Story,2005,VinylSd,Gd,Typ,7,New,Partial,178900
978,Somerst,1Story,2006,VinylSd,Gd,Typ,11,New,Partial,199900
988,NridgHt,1Story,2009,VinylSd,Ex,Typ,4,New,Partial,395192
990,Somerst,2Story,2006,VinylSd,Gd,Typ,8,New,Partial,197000
994,CollgCr,2Story,2005,VinylSd,TA,Typ,8,New,Partial,173900
1022,CollgCr,1Story,2006,VinylSd,Gd,Typ,7,New,Partial,194000
1028,Timber,1Story,2007,VinylSd,Gd,Typ,4,New,Partial,293077
1051,Gilbert,1Story,2007,VinylSd,Gd,Typ,8,New,Partial,176485
1052,CollgCr,1Story,2007,VinylSd,Gd,Typ,10,New,Partial,200141
1108,Gilbert,2Story,2006,VinylSd,Gd,Typ,9,New,Partial,274725
1116,NridgHt,1Story,2007,VinylSd,Gd,Typ,11,New,Partial,318000
1122,CollgCr,1Story,2005,VinylSd,Gd,Typ,7,New,Partial,212900
1143,CollgCr,2Story,2006,VinylSd,Gd,Typ,4,New,Partial,424870
1166,NridgHt,1Story,2009,VinylSd,Gd,Typ,9,New,Partial,233170
1197,Gilbert,2Story,2006,VinylSd,Gd,Typ,11,New,Partial,219210
1210,Somerst,1Story,2006,VinylSd,Gd,Typ,5,New,Partial,290000
1242,Somerst,1Story,2007,VinylSd,Gd,Typ,6,New,Partial,248328
1244,NridgHt,1Story,2006,VinylSd,Ex,Typ,9,New,Partial,465000
1247,Somerst,2Story,2005,VinylSd,Gd,Typ,3,New,Partial,186500
1290,NridgHt,2Story,2006,VinylSd,Gd,Typ,10,New,Partial,281000
1298,Edwards,SFoyer,2005,VinylSd,TA,Typ,6,New,Partial,140000
1307,NridgHt,1Story,2005,VinylSd,Gd,Typ,9,New,Partial,202500
1312,CollgCr,1Story,2005,VinylSd,Gd,Typ,1,New,Partial,203000
1318,Somerst,1Story,2006,VinylSd,Gd,Typ,4,New,Partial,208900
1325,Somerst,1Story,2006,VinylSd,Gd,Typ,2,New,Partial,147000
1345,CollgCr,2Story,2006,VinylSd,Gd,Typ,7,New,Partial,155835
1348,Timber,1Story,2006,VinylSd,Gd,Typ,5,New,Partial,283463
1364,Gilbert,2Story,2006,VinylSd,TA,Typ,3,New,Partial,156932
1376,Timber,1Story,2007,VinylSd,Gd,Typ,12,New,Partial,239000
1395,Blmngtn,1Story,2006,VinylSd,Gd,Typ,10,New,Partial,246578
1403,CollgCr,1Story,2006,VinylSd,Gd,Typ,7,New,Partial,193879
1438,NridgHt,1Story,2008,VinylSd,Ex,Typ,11,New,Partial,394617
